ID;description;duration;name;price;isActive
1540;"aliquet ultrices erat tortor sollicitudin mi";33;"Reactive multimedia utilisation";5.79;1
1541;"integer ac neque duis bibendum morbi non";5;"Ergonomic ero administration support";78.43;1
1542;"odio consequat varius integer ac leo pellentesque ultrices mattis";52;"Streamlined demand-driven focus group";69.93;1
1543;"nullam varius nulla facilisi cras non velit";14;"Programmable next generation strategy";16.39;1
1544;"pellentesque eget nunc donec quis orci eget";52;"Open-architected composite synergy";35.2;1
1545;"tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida";41;"Quality-focused attitude-oriented strategy";84.99;1
1546;"tellus in sagittis dui vel nisl duis ac";50;"User-friendly background approach";89.08;1
1547;"vestibulum ac est lacinia nisi";7;"Assimilated full-range archive";48.33;1
1548;"augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer";30;"Triple-buffered dedicated instruction set";3.88;1
1549;"in blandit ultrices enim lorem ipsum";31;"Stand-alone scalable support";65.11;1
1550;"nulla ultrices aliquet maecenas leo odio";24;"Adaptive ero administration analyer";93.07;1
1551;"in lectus pellentesque at nulla suspendisse potenti cras in";44;"Implemented high-level toolset";20.27;1
1552;"sollicitudin mi sit amet lobortis sapien sapien";32;"Down-sied high-level adapter";17.91;1
1553;"turpis adipiscing lorem vitae mattis nibh ligula nec sem";31;"Networked intermediate attitude";30.68;1
1554;"blandit ultrices enim lorem ipsum dolor";43;"Switchable non-volatile adapter";50.58;1
1555;"nibh in lectus pellentesque at nulla suspendisse potenti";50;"Open-source asymmetric benchmark";99.78;1
1556;"elementum nullam varius nulla facilisi cras non velit nec";31;"Right-sied next generation instruction set";21.93;1
1557;"turpis elementum ligula vehicula consequat";18;"Operative user-facing paradigm";14.21;1
1558;"erat tortor sollicitudin mi sit amet lobortis sapien sapien";32;"Implemented dynamic toolset";98.7;1
1559;"nisl nunc nisl duis bibendum felis sed interdum venenatis";28;"Open-source motivating knowledge user";70.72;1
1560;"duis mattis egestas metus aenean fermentum";43;"Customiable analying leverage";91.27;1
1561;"non ligula pellentesque ultrices phasellus id sapien in sapien";30;"Grass-roots multi-tasking instruction set";81.45;1
1562;"dapibus dolor vel est donec odio justo sollicitudin ut suscipit";10;"Persevering eco-centric pricing structure";24.47;1
1563;"vitae quam suspendisse potenti nullam";26;"Organic dynamic service-desk";25.32;1
1564;"erat quisque erat eros viverra eget congue eget semper rutrum";27;"Diverse optimal parallelism";28.52;1
1565;"nunc proin at turpis a pede posuere nonummy integer";26;"Front-line fault-tolerant knowledge user";92.38;1
1566;"fringilla rhoncus mauris enim leo rhoncus sed";31;"Centralied bottom-line help-desk";10.78;1
1567;"mi in porttitor pede justo eu massa";25;"User-friendly asynchronous paradigm";20.76;1
1568;"ac nibh fusce lacus purus aliquet at feugiat non pretium";11;"Enhanced transitional definition";45.17;1
1569;"montes nascetur ridiculus mus vivamus vestibulum sagittis";40;"Fundamental local collaboration";46.8;1
1570;"congue etiam justo etiam pretium";34;"Synergied explicit challenge";26.36;1
1571;"natoque penatibus et magnis dis parturient";33;"Phased explicit middleware";82.26;1
1572;"rutrum rutrum neque aenean auctor gravida sem praesent id";25;"Optimied context-sensitive knowledge user";48.15;1
1573;"dolor quis odio consequat varius integer ac leo pellentesque";45;"Innovative web-enabled focus group";43.54;1
1574;"ut massa quis augue luctus tincidunt nulla mollis molestie";11;"Intuitive static definition";94.02;1
1575;"tortor sollicitudin mi sit amet";40;"Business-focused well-modulated focus group";46.86;1
1576;"pellentesque volutpat dui maecenas tristique est et tempus semper est";14;"Multi-layered real-time help-desk";40.55;1
1577;"pretium quis lectus suspendisse potenti in eleifend";49;"Networked didactic focus group";31.85;1
1578;"lectus vestibulum quam sapien varius ut blandit non";41;"Open-architected holistic help-desk";4.71;1
1579;"non velit donec diam neque vestibulum eget vulputate ut";42;"Streamlined bandwidth-monitored standardiation";90.19;1
1580;"morbi sem mauris laoreet ut rhoncus aliquet";15;"Visionary incremental capability";41.75;1
1581;"luctus tincidunt nulla mollis molestie lorem quisque ut";42;"Monitored user-facing adapter";27.0;1
1582;"in lectus pellentesque at nulla suspendisse";21;"Organied hybrid circuit";55.37;1
1583;"aliquet massa id lobortis convallis";22;"Diverse methodical system engine";53.33;1
1584;"ultrices posuere cubilia curae nulla dapibus dolor vel est";50;"Multi-tiered intermediate matrices";11.12;1
1585;"tortor id nulla ultrices aliquet maecenas leo odio condimentum";36;"Versatile composite initiative";31.21;1
1586;"massa id nisl venenatis lacinia aenean sit amet justo morbi";15;"Diverse bifurcated model";91.02;1
1587;"ante nulla justo aliquam quis";48;"Organic intermediate synergy";83.47;1
1588;"quisque porta volutpat erat quisque erat eros";47;"Ameliorated needs-based matrix";30.97;1
1589;"felis sed interdum venenatis turpis enim blandit mi in porttitor";43;"Stand-alone multi-tasking internet solution";20.05;1
1590;"posuere cubilia curae nulla dapibus dolor vel est donec odio";20;"Centralied maximied collaboration";13.43;1
1591;"at turpis a pede posuere";28;"Integrated mission-critical monitoring";61.66;1
1592;"volutpat in congue etiam justo etiam pretium iaculis justo";25;"Down-sied 24/7 knowledge base";19.8;1
1593;"luctus et ultrices posuere cubilia curae";38;"Business-focused content-based hierarchy";15.78;1
1594;"nisl aenean lectus pellentesque eget nunc";53;"Compatible context-sensitive workforce";47.85;1
1595;"eget congue eget semper rutrum nulla";4;"De-engineered responsive hardware";32.4;1
1596;"suscipit ligula in lacus curabitur at ipsum ac tellus semper";26;"Secured empowering functionalities";6.62;1
1597;"sem mauris laoreet ut rhoncus aliquet";19;"Upgradable executive pricing structure";20.75;1
1598;"congue elementum in hac habitasse platea dictumst";4;"Self-enabling 4th generation focus group";3.3;1
1599;"in congue etiam justo etiam";49;"Synchronised static website";27.68;1
1600;"a libero nam dui proin";10;"Universal radical help-desk";53.46;1
1601;"habitasse platea dictumst etiam faucibus cursus";53;"Realigned motivating hierarchy";13.66;1
1602;"velit id pretium iaculis diam erat fermentum justo nec";20;"User-centric analying function";26.39;1
1603;"interdum in ante vestibulum ante ipsum primis in faucibus orci";10;"Switchable secondary installation";80.3;1
1604;"id pretium iaculis diam erat fermentum justo";30;"Face to face composite pricing structure";67.86;1
1605;"nisi at nibh in hac habitasse platea dictumst";42;"Reverse-engineered content-based access";84.66;1
1606;"nec nisi vulputate nonummy maecenas tincidunt";45;"Decentralied well-modulated firmware";93.58;1
1607;"sapien in sapien iaculis congue vivamus";21;"Re-contextualied upward-trending secured line";53.53;1
1608;"aliquet at feugiat non pretium quis lectus";43;"Managed composite system engine";4.83;1
1609;"id turpis integer aliquet massa id lobortis convallis tortor";5;"Extended human-resource architecture";52.98;1
1610;"dapibus augue vel accumsan tellus nisi eu orci mauris";38;"Phased real-time approach";86.48;1
1611;"mauris viverra diam vitae quam suspendisse potenti";13;"Switchable 6th generation firmware";57.3;1
1612;"tempus semper est quam pharetra magna ac";30;"Devolved background application";17.47;1
1613;"sit amet cursus id turpis integer";34;"Progressive dynamic process improvement";25.57;1
1614;"accumsan odio curabitur convallis duis consequat";48;"Organic well-modulated flexibility";1.4;1
1615;"risus praesent lectus vestibulum quam sapien varius";9;"Re-contextualied client-server standardiation";8.12;1
1616;"id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum";25;"Integrated 24/7 protocol";64.88;1
1617;"est donec odio justo sollicitudin";20;"Diverse secondary challenge";1.94;1
1618;"maecenas rhoncus aliquam lacus morbi quis";10;"Organic secondary middleware";43.4;1
1619;"curabitur in libero ut massa volutpat convallis morbi odio odio";5;"User-centric dedicated protocol";33.27;1
1620;"et magnis dis parturient montes nascetur";30;"Synergistic analying structure";43.85;1
1621;"aliquet at feugiat non pretium quis lectus";52;"Right-sied 6th generation implementation";3.46;1
1622;"a pede posuere nonummy integer non velit donec diam neque";21;"Decentralied optimiing array";40.96;1
1623;"pellentesque quisque porta volutpat erat quisque";33;"Right-sied solution-oriented project";50.18;1
1624;"donec posuere metus vitae ipsum aliquam non mauris morbi";16;"Digitied disintermediate collaboration";97.44;1
1625;"dui maecenas tristique est et tempus";4;"Optional transitional time-frame";14.18;1
1626;"justo aliquam quis turpis eget elit";15;"Visionary non-volatile internet solution";73.52;1
1627;"etiam justo etiam pretium iaculis justo in hac habitasse";48;"Function-based demand-driven monitoring";32.63;1
1628;"amet consectetuer adipiscing elit proin risus";41;"Vision-oriented background focus group";17.95;1
1629;"vestibulum sit amet cursus id turpis integer";43;"Multi-lateral object-oriented infrastructure";42.86;1
1630;"consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum";12;"Function-based encompassing monitoring";71.52;1
1631;"orci vehicula condimentum curabitur in libero";13;"User-centric bottom-line data-warehouse";7.31;1
1632;"donec semper sapien a libero nam";36;"Business-focused discrete methodology";59.96;1
1633;"ipsum dolor sit amet consectetuer";18;"Customer-focused mobile matrix";30.83;1
1634;"in consequat ut nulla sed accumsan felis ut at dolor";51;"Grass-roots foreground initiative";20.14;1
1635;"eu interdum eu tincidunt in leo maecenas";8;"Proactive object-oriented access";49.11;1
1636;"sit amet sapien dignissim vestibulum vestibulum";8;"Reactive contextually-based moderator";65.84;1
1637;"turpis elementum ligula vehicula consequat morbi a ipsum";19;"Synchronised dedicated local area network";61.6;1
1638;"elementum pellentesque quisque porta volutpat";16;"Proactive heuristic extranet";80.73;1
1639;"nibh in quis justo maecenas rhoncus aliquam";51;"Inverse non-volatile leverage";43.36;1
1640;"ridiculus mus etiam vel augue vestibulum rutrum rutrum";48;"Monitored logistical matrix";95.51;1
1641;"vel augue vestibulum rutrum rutrum neque";21;"De-engineered methodical service-desk";11.32;1
1642;"vestibulum ante ipsum primis in faucibus orci luctus et ultrices";22;"Profound systematic leverage";42.31;1
1643;"metus vitae ipsum aliquam non mauris morbi non lectus aliquam";47;"Digitied user-facing throughput";65.15;1
1644;"sapien a libero nam dui";11;"Assimilated composite throughput";58.77;1
1645;"nisi at nibh in hac habitasse platea dictumst aliquam augue";22;"Synchronised bottom-line software";59.23;1
1646;"sapien placerat ante nulla justo aliquam quis turpis eget";46;"Quality-focused leading edge protocol";50.41;1
1647;"nisl aenean lectus pellentesque eget nunc donec quis";34;"Open-architected coherent monitoring";15.39;1
1648;"molestie nibh in lectus pellentesque at nulla";50;"Public-key motivating software";56.53;1
1649;"varius ut blandit non interdum in ante vestibulum ante ipsum";18;"Advanced value-added middleware";14.33;1
1650;"ut massa volutpat convallis morbi odio odio elementum eu";28;"Diverse contextually-based access";33.99;1
1651;"sed magna at nunc commodo placerat praesent blandit nam";48;"Diverse system-worthy interface";16.37;1
1652;"et magnis dis parturient montes";35;"Diverse motivating analyer";42.22;1
1653;"quisque id justo sit amet sapien dignissim";47;"Grass-roots composite support";44.3;1
1654;"ridiculus mus vivamus vestibulum sagittis sapien cum";11;"Horiontal fresh-thinking throughput";14.51;1
1655;"odio curabitur convallis duis consequat dui nec nisi volutpat eleifend";34;"Advanced transitional encoding";39.79;1
1656;"venenatis turpis enim blandit mi in porttitor pede";11;"Reverse-engineered composite workforce";15.9;1
1657;"proin leo odio porttitor id consequat in";45;"Synchronised 3rd generation workforce";10.45;1
1658;"nec sem duis aliquam convallis nunc";21;"Persistent mission-critical frame";20.55;1
1659;"nisi venenatis tristique fusce congue diam";6;"Reverse-engineered optimal ability";59.5;1
1660;"turpis sed ante vivamus tortor duis mattis";38;"Triple-buffered bi-directional local area network";42.79;1
1661;"non mi integer ac neque duis";51;"Synergistic demand-driven solution";52.31;1
1662;"fermentum donec ut mauris eget";32;"Persistent actuating analyer";78.77;1
1663;"consectetuer adipiscing elit proin risus praesent";11;"Public-key composite capacity";51.3;1
1664;"adipiscing molestie hendrerit at vulputate";24;"Balanced neutral installation";7.02;1
1665;"vel est donec odio justo sollicitudin ut";48;"Realigned optimiing forecast";95.45;1
1666;"hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer";21;"Distributed user-facing access";52.84;1
1667;"sed vel enim sit amet";12;"Proactive real-time project";14.09;1
1668;"diam in magna bibendum imperdiet nullam orci pede venenatis";14;"Visionary background benchmark";11.9;1
1669;"a ipsum integer a nibh in quis";51;"Sharable methodical protocol";98.55;1
1670;"morbi a ipsum integer a nibh in quis";43;"Down-sied foreground orchestration";9.35;1
1671;"integer aliquet massa id lobortis convallis tortor risus dapibus";49;"Configurable client-driven moderator";29.91;1
1672;"ipsum dolor sit amet consectetuer adipiscing";13;"Polarised well-modulated database";31.15;1
1673;"pellentesque at nulla suspendisse potenti cras";38;"Cross-platform logistical intranet";38.55;1
1674;"ac nulla sed vel enim sit amet nunc viverra dapibus";15;"Decentralied actuating open system";3.77;1
1675;"sed accumsan felis ut at dolor";6;"Organied actuating focus group";13.3;1
1676;"elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor";40;"Profound clear-thinking instruction set";68.86;1
1677;"etiam faucibus cursus urna ut tellus nulla ut erat";32;"Public-key asynchronous contingency";59.66;1
